,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
240,16-08-2020,11,ducormier,9.63,9,9,8,9,10,10,10,10,9,"n arrondissement très sympa, je connais bien Paris j'y suis né et y habite depuis toujours, j'ai fait de nombreuses escapades dans le monde entier de part ma profession (journaliste) et j'ai toujours un plaisir immense lorsque je rentre à Paris et plus précisément dans le 11eme, l'arrondissement est très agréable avec ses nombreux commerces, ses boutiques de créateur, ses bars et ses restaurants à chaque coin de rue, il y règne une bonne ambiance, de plus le coeur de Paris se trouve à quelques pas, bref j'y suis j'y reste!"
241,14-08-2020,11,11ème,8.88,9,9,8,9,10,9,8,10,7,"rrondissement à la fois central mais sans toutes les nuisances de Paris-Centre. Lignes de bus et de métro qui permettent d'aller à peu près partout sans changement sur la rive droite ; plus long de se rendre rive gauche (il y a tout de même le bus 75). Belle mixité avec des gens venus de partout. Commerces divers, marché bio, square Gardette et le jardin Truillot sont parfait pour les gamins."
242,13-08-2020,11,Dargierdesaintvalois,9.44,10,9,9,9,9,10,8,8,9,"e 11eme correspond au vrai Paris authentique, bars, commerces, ateliers d'artiste, boutiques de créateurs enfin il ne manque rien, les transports sont au top, il y fait bon vivre, bonne ambiance, l'arrondissement est très central, voila si vous cherchez un endroit agréable à vivre c'est là."
243,06-08-2020,11,FRED11,2.69,6,1,5,7,7,1,3,6,0,rrondissement bien situé et bien desservi en transports. Accès aux soins assez facile grâce à la proximité d'hôpitaux (même s'ils sont dans les arrondissements voisins). Cabinets médicaux accessibles tant en généralistes qu'en spécialistes. Beaucoup de commerces variés même si les les bars envahissent l'espace.
244,20-07-2020,11,Coeurdeparis11,9.44,9,8,9,9,10,10,9,9,8,"mplacement exceptionnel à la fois très bien desservie par métro/bus/tram et très proche du bois de Vincennes
Dans des quartiers qui bougent.
Population très sympathique.
Des marchés en extérieur quasi tous les jours, de bons commerces."
245,10-06-2020,11,paulinedufaubourg,8.44,7,7,7,9,10,9,8,10,5,"'habite le faubourg St Antoine depuis plus de 6 ans (métro Faidherbe) et j'adore ce quartier!
Coup de coeur pour ce quartier à mon arrivée, je le quitte à regret suite à la flambée croissante du prix de l'immobilier. J'arrivais du 11e, côté avenue de la République et St Maur, et ce n'est pas du tout la même ambiance. Je préfère nettement ce côté ci.
- les commerçants souriants et amicaux du faubourg. On peut tout y acheter sans avoir à prendre les transports, des petits commerces de bouche aux grandes enseignes en allant vers Bastille
-un des derniers Mona Lisa de Paris avec une collection de livres d'art et de livres pour enfants vraiment pas chers
- des cinémas
- des transports partout et des pistes cyclables à présent
- une ambiance sympa de quartier, le ""village Faidherbe"" est très agréable
- des  brocantes, des ludothèques pour les enfants aux beaux jours
- une population mixte et des ""originaux"" qu'on croise souvent et identifie très vite (ceux qui vivent sur le faubourg savent!)
- des terrasses, des bistrots sympas pour s'installer entre amis et même en famille
- des médecins, centres de santé, à foison et des hôpitaux et maternités pas loin
- proximité du bois de Vincennes en Vélo,
- proximité du port de l'Arsenal et des quais de Seine, du marais à pied
- le marché d'Aligre, bien sûr!
- il se passe toujours quelque chose sur le faubourg. Dans mon studio au 5e étage je passais ma vie à ma fenêtre.
- en bref il fait bon vivre sur le faubourg. Si vous avez un petit coup de déprime, vous sortez de chez vous et en 1 minute vous croisez un commerçant, une connaissance avec qui papoter. On ne se sent jamais seul!"
246,10-05-2020,11,bododo,4.5,5,2,4,4,7,5,6,3,1,"uartier bien desservi.
des bouches de métro pour se diriger dans divers arrondissements ainsi que des autobus.
quartier plus ou moins agréable.
mais trop de bobos et trop cher du m2 maintenant."
247,17-02-2020,11,DK-SoW_15,8.19,8,6,8,7,10,8,10,10,8," Arrondissement ayant le plus de stations de métro, très appréciable !
- Beaucoup de bars, restaurants et commerces.
- Arrondissement vivant et jeune.
- Quartier Saint-Ambroise magnifique : église et calme, rare pour le 11ème
- De nouveaux parcs créés et de beaux parcs existants.
- On se sent vraiment à Paris dans le 11ème (haussmannien et boulevards)
- Proche du canal Saint-Martin, de bastille, de république, du 3ème, de Ménilmontant..."
248,19-01-2020,11,lasituation,1.63,1,1,3,5,8,0,1,4,3,"'ai vécu dans ce quartier pendant 3 ans et je suis bien content d'être parti.
Point fort : Bien desservi par les transports."
249,13-10-2019,11,DandyDady,6.94,6,7,9,7,6,7,10,8,2,"Secteur République Oberkampf)

Arrondissement vivant, mixte : pas la sensation d'être dans un ghetto de pauvres ou de riches, même si vers Belleville c'est très « populaire ».
Beaucoup de commerces, restaurants, bars.
Central, pas loin de grands axes tels que république, bastille. Le marais est à distance de marche, ainsi que le 9eme et autres quartiers sympas.
Bons transports pour rallier le nord ouest ou le sud est.
Sécurité acceptable car beaucoup de monde dans les rues."
250,01-03-2022,12,Kaky,6.63,7,5,6,7,8,7,6,7,4,"our les balades,  le bois de Vincennes et la coulée verte à proximité.
Les nombreux moyens de transports,  pour les déplacements."
251,01-03-2022,12,Hadrien75,9.13,8,7,8,9,9,10,9,9,7,"'est un arrondissement à l'écart du tourisme Parisien mais proche de tout grâce aux nombreuses lignes de métro et de bus.
Beaucoup d'espaces verts et c'est rare à Paris.
Arrondissement populaire et familial. Il y fait bon vivre.
Pas de problèmes d'insécurité.
En terme de commerces beaucoup de supermarchés,  marchés et épiceries fines."
252,25-02-2022,12,Rozenwyn,6.25,4,5,7,8,8,6,6,7,7,"'ai grandi dans ce quartier que je connais très bien.

- Quelques lieux sont très sympas type Bercy Village avec ses commerces et son super cinéma,  les magnifiques arcades qui mènent à la place de la Bastille où l'on peut admirer des travaux d'artisans et d'artistes...

-Arrondissement le plus vert de Paris avec notamment le Parc de Vincennes, le Parc de Bercy,  la coulée verte.

- Niveau culturel,  la Cinémathèque est un incontournable,  et je recommande vivement le marché de l'Aveyron qui a lieu tous les ans et qui est une véritable bulle d'authenticité régionale et populaire comme Paris en manque tant.

- Rien à dire pour les transports et notamment la ligne 14 qui emmène très rapidement dans le centre de Paris.

- Pour la santé,  les loisirs,  et les commerces,  on est à Paris donc forcément l'accès est très bon."
253,07-02-2022,12,Momsz,8.88,8,8,9,10,9,9,9,9,8,"ransports avec la ligne 1,  8,  5,  rer A,  D.
Nombreux commerces,  bars,  restaurants,  boulangeries ouverts à toutes heures. Sans compter les marchés et les parcs.
Hôpitaux de qualité,  variété de médecins.
Cinémas,  salle de sport
Mixité sociale. Vie de quartier.
Écoles."
254,12-01-2022,12,Kizar,9.44,8,9,8,9,10,10,8,9,10,"n est rue des Meuniers.

Étonnée des avis sur la sécurité dans le 12e mais peut-être ça concerne plus Bastille que le sud du 12e. Contrairement à d'autres endroits dans Paris,  jamais eu de souci de sécurité dans ce quartier,  même en étant une femme et rentrant le soir tard.
Les habitants de la cité HLM Meunier-charenton sont très gentils,  jamais eu de souci.

L'environnement ! L'entrée de la coulée verte dans la rue des Meuniers,  le bois de Vincennes (parc Daumesnil) à 5min,  des squares pour les enfants. La rue piétonisée des Meuniers (même si quelques voitures passent encore). Le quartier se végétalise. Les jardins potagers partagés.

Les transports sont un gros gros plus. Cour st Émilion avec la 14 permet d'aller à St Lazare en 15min,  à côté de chez nous y'a la 6 la 8 la 14 et le tram. Et le bus 87/77 qui mène direct à la gare de Lyon !!

Les commerces de proximité av Général Michel Bizot et rue de Wattignies : fromager,  super petits restos,  boucher,  primeur. Beaucoup de bio. Des supermarchés (carrefour par ex) avec beaucoup de bio aussi.

Crèches,  écoles maternelle et primaire,  piscine/stade,  à 2 pas.

Super lieu de vie/bar éphémère chaque année porte Dorée (poisson Lune)."
255,28-12-2021,12,Mam,2.88,7,1,7,5,5,1,4,8,1,"anté,  bois de Vincennes,  commerces."
256,21-12-2021,12,Johary,7.75,7,7,7,8,8,8,7,9,7,"'habite le 12ème depuis 2 ans maintenant et c'est quand même un bon arrondissement,  il n'y a pas la foule du centre de Paris,  on n'est pas loin de tout et il y a le Bois de Vincennes qui fait parti de l'arrondissement et de supers villes à côté comme Vincennes ou Saint-Mandé."
257,24-11-2021,12,Nathaniel,7.56,5,7,7,8,9,8,6,8,7,"'habite dans cet arrondissement depuis maintenant plus de vingt ans,  et je n'ai clairement pas à m'en plaindre.

- Un arrondissement particulièrement bien desservi,  aussi bien par les lignes de métro (1,  5,  6,  8,  14) que de bus (dont la ligne 91 qui relie les gares,  et la 72 qui longe la Seine jusqu'à l'autre bout de la ville). On est à moins de 10 minutes de métro (et de RER) du centre-ville. Présence également du tramway en périphérie,  et bien entendu des gares de Lyon et de Bercy (+ la gare routière). Probablement le principal point fort de cet arrondissement. 

- Présence considérable d'espaces verts (Bois de Vincennes,  parc de Bercy,  coulée verte + proximité avec le jardin des Plantes),  ce qui est évidemment vertueux quand on recherche un peu de quiétude.

- Un arrondissement globalement calme,  sans pour autant être dénué d'animation (à l'exception du quartier Picpus,  très résidentiel). Idéal pour les familles et les jeunes couples.

- Une offre commerciale satisfaisante et variée (rue du faubourg Saint-Antoine,  marché d'Aligre,  rue du Rendez-Vous).

- Pas de problème d'insécurité à part peut-être dans les secteurs Montempoivre-Porte Dorée et Aligre la nuit.

- Offre médicale très satisfaisante,  aussi bien du côté des hôpitaux/cliniques que des médecins de ville.

- Présence de nombreuses infrastructures sportives (en particulier en périphérie ; stade Léo Lagrange notamment).

- Globalement,  un arrondissement où il fait bon vivre,  et en particulier le quartier des Quinze-Vingts près de Bastille,  à la fois dynamique,  sécurisant et extrêmement bien desservi."
258,24-09-2021,12,Noelllllllllee,9.0,9,7,9,10,10,9,9,9,9,"'est un coin agréable surtout pour les personnes âgées,  la ville est bien desservie,  la mairie facilite leur vie. Ce serait bien que cela s'étende à toute la France.
Il y a des parcs des piscines,  des lieux culturels."
259,19-08-2021,12,Jean,6.38,6,7,6,8,8,6,5,8,6,"uartier Picpus assez agréable avec rue du rendez vous. Daumesnil aussi. Faidherbe vivant mais plus populaire. Bien desservi en transports. Éviter les portes. Mais cela reste urbain. Je préférais Vincennes où j'ai vécu 7 ans. Proche du 11ème néanmoins et des rues avec resto (exemple rue de Montreuil).
De nombreux commerçants rue du rendez vous,  mais honnêteté et amabilité variable. Certains vous arnaquent franchement,  sans complexe. Mais pas pire qu'ailleurs à Paris. D'autres sont top."
260,20-07-2021,12,Kler,9.5,9,10,8,10,9,10,9,9,8,"uper arrondissement +++
On adore la petite ceinture avec les cerisiers en fleurs,  notamment.
On retrouve une ville calme,  mais accessible en tout point grâce aux transports en commun !"
261,20-06-2021,12,Sterenn,8.13,8,9,8,9,9,8,7,8,8,"eaucoup d'espaces verts,  la coulée verte,  des trottoirs larges où l'on peut marcher aisément,  des commerces de qualité. Une vraie vie de quartier ! L'impression d'être dans une banlieue cossue et non à Paris."
262,18-05-2021,12,RB1977,8.75,7,9,9,8,10,9,8,8,9,"rrondissement très agréable,  où se côtoient avec harmonie verdure et urbanisme. Le réseau de transport permet un accès rapide à tout Paris. La population est hétéroclite. Il y fait très bon vivre."
263,08-05-2021,12,VB12,4.75,8,3,5,6,9,3,8,8,5,acilité pour les déplacements en transport en commun.
264,07-03-2021,12,Arnaud,8.75,9,8,9,9,9,9,8,7,9,"e très loin meilleur arrondissement de l'est parisien : Bois de Vincennes,  lac Daumesnil,  coulée verte,  lignes 1, 6 et 14,  RER A et D,  Gare de Lyon,  autoroute A4 à proximité immédiate,  peu de délinquance,  carrefour Bercy2 pour faire ses courses,  cours saint émilion et ses commerces et ugc,  parc de Bercy... qui dit mieux ??"
265,09-01-2021,12,De lys Roy,6.88,9,0,8,10,7,7,9,6,5,"'architecture haussmannien c'est tendance cela va s'en dire.
L'ensemble du Réseaux de transports et très efficace (surtout quand il n'y a pas de grèves).
De nombreux espaces verts sont mis à la disposition de la population (cela devient de plus en plus rare dans les grandes villes, il est convenu de dire).
En terme d'éducation le niveau n'est pas à la hauteur de la qualité mais ça reste tout juste satisfaisant (être un dieu intellectuel ne s'improvise pas c'est un fait).
En matière de santé ont peut noter deux très bons hôpitaux."
266,07-01-2021,12,Claude,6.69,7,7,7,7,7,7,7,7,2,"ransport en commun de partout,  bois de Vincennes pas très loin,  restaurants et commerces à grande échelle."
267,17-12-2020,12,Nounou975,9.5,9,8,8,10,10,10,8,9,10,"rrondissement très très agréable surtout côté Nation très commerçant, ciné théâtres, bars nombreux restaurants et très bien desservi par les transports en commun le Top (métro 1,2,6,8,8, RER A, bus, tramway), nombreux hôpitaux, il y a un large choix de commerces alimentaires des supermarchés et le marché 2 fois par semaine à Nation, les écoles sont superbes, école publique ou privée il y a le choix pour nos enfants et même les écoles supérieures, avec l'école Boulle l'école supérieur De journalistes et aussi l'université Sorbonne nouvelle campus Nation. j'aime bien cet arrondissement que je ne quitterais pour rien au monde, j'y vis depuis 15 ans et je m'y sens bien. La place de la nation refaite à neuf tout comme place de la bastille, il y a beaucoup de parcs dans le 12eme c'est très appréciable. C'est vraiment l'arrondissement pour y habiter et se poser, de plus on est épargné par l'afflux de touristes, un arrondissement très familial et Vocation universitaire."
268,24-10-2020,12,Jecha,8.63,8,8,8,9,8,9,8,9,8,rrondissement paisible et bien équilibré entre offre commerciale espaces verts et dynamisme général.
269,09-10-2020,12,lndde,9.19,10,8,9,10,10,9,9,10,9,"'environnement et le cadre de vie sont très positifs, il y a vraiment un travail réalisé pour rendre l'arrondissement agréable et on s'en rend très vite compte lorsqu'on y vit.

Transports de qualité: Métro 1,2,14,6,8..., tram t3a/b et de nombreuses lignes de bus

La diversité des commerces et de la restauration: offre variée et le plus souvent de qualité, il y a un bon équilibre entre les restaurants étrangers et ceux plus traditionnels.

De nombreux espaces verts : le bois de Vincennes, la coulée verte, le parc de Bercy, sans compter les petits parcs et squares de quartiers qui rendent cet arrondissement excellent pour l'épanouissement des enfants.

Le 12ème est un très bon arrondissement en terme d'éducation, l'enseignement public y est de qualité mais on trouve aussi des établissements privés de bons niveaux.

En matière de santé on compte 2 hôpitaux donc sur ce point cet arrondissement est excellent.

Il y a des événements culturels tout au long de l'année et la mairie en fait une bonne promotion, il y a également un conservatoire de musique.

Bref, globalement un des meilleurs arrondissements de Paris, surtout si vous êtes nouveaux en ville et que vous voulez vous acclimater tranquillement."
