,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentairePositif,commentaireNegatif
146,Avis posté le 16-11-2020 à 12:14,paris-8e-arrondissement_75108,Ninableue,8.13,9,8,7,9,10,8,8,9,6,Les points positifs : Arrondissement sûr. Beaucoup de transports bus et autre très accessibles. Belle architecture. Parcs très agréables. Arrondissement qui accueille environ 200 000 personnes par jour qui viennent travailler dans les bureaux. Très calme les week ends - voir un peu trop pour certains. Les loyers évidemment sont assez chers mais il me semble que c'est la même chose dans tout Paris y compris dans les banlieues chics. La plupart des rues sont calmes exceptées certaines qui sont très agréables pour le shopping.,"Les points négatifs : Puisque je vis dans cet arrondissement depuis plus de trente ans je peux dire que beaucoup de choses se sont dégradées telles la propreté qui laisse à désirer : urine dans la rue, chien dont les propriétaires ne ramassent pas les déjections, le bruit d'une certaine population qui prend Paris pour une boîte de nuit et évidemment autour de la gare St-Lazare c'est de plus en plus sale. beaucoup de turn over dans les appartements et maintenant les trottinettes sur les trottoirs, les vélos qui ne respectent rien et aussi quelques points de deal qui persistent malgré les maraudes des policiers."
147,Avis posté le 15-11-2020 à 16:06,paris-8e-arrondissement_75108,François xxxx,8.56,9,10,9,10,9,8,10,9,7,"Les points positifs : Arrondissement très central pour les centres professionnels, très bien équipé : transports, infrastructures jeunesse, parcs... permettant une vie culturelle riche : théâtres, musées, monuments... très sûr, peu de délinquance et propre.","Les points négatifs : La pollution de l'air de Paris, comme dans la plupart des grandes villes."
148,Avis posté le 22-07-2020 à 14:05,paris-8e-arrondissement_75108,Habitantdu8,7.63,7,7,6,7,8,8,8,8,7,"Les points positifs : - Arrondissement calme et sécurisé dans l'ensemble
- Diversité des commerces
- Facilité d'accès (transports)
- L'architecture.","Les points négatifs : - Les Champs-Elysées (et les rues perpendiculaires côté Nord) qui deviennent de plus en plus malfamées surtout le soir, agressions fréquentes dans cette zone à éviter passé 22h
- Nombre faramineux de trottinettes électriques/cyclistes sur les trottoirs qui roulent à des vitesses hallucinantes. J'ai failli avoir un accident au moins 50 fois
- Peu de coins piétons
- Les manifestations et vandalismes fréquents aux alentours des Champs-Elysées : Gilets Jaunes, Coupe du Monde, Coupe d'Afrique des Nations..."
149,Avis posté le 05-07-2020 à 23:28,paris-8e-arrondissement_75108,Maru,8.44,9,8,4,7,10,9,8,9,8,"Les points positifs : A côté de champs Élysées
C'est un beau quartier avec beaucoup de parcs et de bars
Le soir c'est très sécurisé et il y a un bonne ambiance
Depuis 5 ans que j'habite ici je n'ai jamais vu de déchets par terre
Personnes très accueillantes et agréables
Il y a beaucoup de choix de transport, il y en a beaucoup.",Les points négatifs : Honnêtement il n'y a pas de défaut pour moi.
150,Avis posté le 24-02-2020 à 19:25,paris-8e-arrondissement_75108,madaniso,9.44,8,10,9,8,9,10,8,9,10,"Les points positifs : Le paradis sur Terre. Je suis arrivé dans cet arrondissement il y a deux ans et c'est exactement ce que j'imaginais. Quartier bourgeois et calme. Beaucoup d'entreprises du tertiaire en semaine et calme le weekend. Si l'on trouve cela trop calme, on peut toujours aller se balader ailleurs dans Paris. Quartier propre, j'habite à coté du Parc Monceau, c'est un plaisir de s'y balader. Aucun problème de sécurité dans ce quartier.",Les points négatifs : Honnêtement je n'en vois pas.
151,Avis posté le 12-05-2019 à 16:41,paris-8e-arrondissement_75108,Mamacita,7.69,7,8,3,7,9,8,9,9,7,Les points positifs : Arrondissement en hypercentre proche de tout. Absence de délinquance si l'on ne traîne pas proche de la gare Saint-Lazare trop tard. Le quartier Monceau est familial. Beaucoup d'endroits pour sortir : cet arrondissement fourmille de vie.,"Les points négatifs : Une bière vous coûtera 12 euros. Le café est à 3.50 €. Le café crème je l'ai toujours payé plus de 6€.
Un studio 25 m2 au 6ème étage sans ascenseur, c'est 1100 euros.

Conclusion : le prix à payer pour éviter la délinquance."
152,Avis posté le 17-03-2019 à 10:43,paris-8e-arrondissement_75108,Parisien,9.00,10,10,9,10,9,9,8,8,8,"Les points positifs : Quartier Europe métro Rome ! Idéal pour une famille car calme et sécurisé, loyer pas forcément plus cher qu'ailleurs même si hors de prix comme tout Paris ! Le parc Monceau est magnifique ainsi que le petit square des Batignolles. D'ailleurs la proximité avec le quartier des Batignolles est un vrai plus. Beaucoup de médecins, tout est accessible !
J'aime beaucoup mon quartier du 8e bien loin du coté bling bling et touristique des champs !","Les points négatifs : Peu de commerces de bouche malgré le marché bio des Batigbolles tous les samedis matin mais hors de prix, mais je ne peux pas me plaindre car un tout petit peu plus de marche et on trouve toujours !!
Certaines personnes ayant des chiens ne devraient pas en avoir à mon avis ..."
153,Avis posté le 01-10-2018 à 20:27,paris-8e-arrondissement_75108,Victo,6.81,8,5,4,7,9,7,9,7,4,"Les points positifs : Mon avis concerne le quartier St Philippe du Roule / Rond point des champs. Très joli quartier, les immeubles sont superbes, les avenues également. Vous ne serez pas en manque de nouveaux resto, bars, boîtes à découvrir. La présence de beaucoup de musées, expo, galeries d'art est plus qu'agréable et en font un arrondissement très vivant. Beaucoup de commerces alimentaires (boulangerie, boucherie, épicerie, supérette, commerce bio) à proximité, sans parler du shopping ! Enfin, les écoles/collèges/lycées sont bien cotés.","Les points négatifs : Les sports et loisirs, quasi inexistants. La nuit le quartier n'est pas toujours très bien fréquenté du fait des nombreuses boites aux alentours, de fait, c'est assez bruyant et quand je rentre seule assez tard je ne suis pas toujours sereine. Trop de touristes à mon goût !"
154,Avis posté le 08-03-2018 à 19:55,paris-8e-arrondissement_75108,Margaux98,8.50,6,8,7,8,10,9,8,10,7,"Les points positifs : Les transports. Énormément de ligne de bus et de métro passent par Saint-Lazare, d'ailleurs même à pied les monuments de Paris sont accessibles ( Opéra, Madeleine, Concorde, Musée du Louvre,...)
Énormément de commerces, de supermarchés, de magasins de prêt à porter que ce soit premier prix ou luxe.
Pas mal de restaurants, rue de Provence pour les restaurants chinois, des brasseries sympathiques un peu partout.",Les points négatifs : Quelques clochards et quelques vielles aigries.
155,Avis posté le 07-04-2017 à 01:24,paris-8e-arrondissement_75108,BB8,4.63,5,5,1,4,8,5,2,5,4,"Les points positifs : De très beaux immeubles haussmannien. 
Beaucoup de commerces, centre médical. 
Très bien desservi (métro, bus, velib).
Propre.","Les points négatifs : Habitants vieillissant et désagréables. 
Absence de vie associative et sportive. 
Commerces alimentaires trop chers. 
Très bruyant  (rue d Amsterdam  , rue de Londres...).
Complètement mort le dimanche. 
École trop chargée."
156,Avis posté le 21-06-2015 à 19:21,paris-8e-arrondissement_75108,TomTom,8.44,7,5,7,8,10,9,9,9,8,"Les points positifs : Nombreux transports : métro, bus, vélib, autolib, la gare Saint Lazare notamment
Beaucoup de monuments : Champs-Elysée, Place de L'Etoile, Grand et Petit Palais, Place de la Concorde, Pont Alexandre-III, Eglise de la Madeleine...
Beauté des bâtiments haussmanniens
Le Parc Monceau
Création récente d'un centre sportif ( piscine, gymnase, mur d'escalade... )
Pas mal de commerces, surtout des grandes enseignes","Les points négatifs : Prix trèst élevés !
Ecoles surchargées
Pas mal de vol sur les zones touristiques"
157,Avis posté le 04-11-2014 à 21:17,paris-8e-arrondissement_75108,mjaspard,4.44,5,3,4,5,7,4,5,6,4,"Les points positifs : Beaux bâtiments Haussmaniens comme à peu près partout dans Paris, la gare St Lazare pour rejoindre la mer, de bonnes brasseries et une riche offre commerciale.","Les points négatifs : Aucune vie de quartier, insécurité omniprésente(roms, pickpockets, bagarres au couteau à la sortie des boites de nuit...), ploucs en costard qui font les beaux rue de la Boëtie, bobeaufs qui prennent leur petit arrondissement pour le centre du monde... Circulez, il n'y a rien à voir!"
158,Avis posté le 10-07-2014 à 14:19,paris-8e-arrondissement_75108,Gally,7.00,7,9,1,4,9,8,7,8,3,"Les points positifs : Les transports : beaucoup de stations de métro, vélib, autolib ... 
C'est calme et globalement propre
Monuments historiques à proximité (comme partout à Paris ...)","Les points négatifs : Trop calme dans certains quartiez (rue de Rome c'est mort après 18h30)
Quartier peu dynamique
Les gens pas sympas et peu accueillants ...
Aucun moyen de faire du sport dans le quartier à part des trucs qui sont hors de prix"
159,Avis posté le 23-03-2014 à 14:58,paris-8e-arrondissement_75108,Antoine,6.44,8,8,2,6,9,7,5,3,6,"Les points positifs : Quartier calme, résidentiel, les établissement scolaires sont d'un bon niveau. Belle architecture : quartier qui est épargné de certains projets d'habitation immondes qui dénaturent la capitale.","Les points négatifs : Peu dynamique, le quartier n'est pas jeune. La culture et le sport ne sont pas du tout mis en valeur."
160,Avis posté le 20-02-2022 à 21:14,paris-9e-arrondissement_75109,Ccll09,8.06,8,9,8,9,8,8,9,10,4,"Les points positifs : Quartier bien situé,  proche Paris centre,  Montmartre et des gares,  toute la rive droite accessible à pied en 30 minutes max. Transports en commun nombreux,  commerces et restos très variés et de qualité. Petit arrondissement avec quatre quartiers aux ambiances très différentes. Architecture magnifique,  avec notamment la nouvelle Athènes.",Les points négatifs : Prix de l'immobilier indécents. Manque d'espaces verts.
161,Avis posté le 07-01-2022 à 14:16,paris-9e-arrondissement_75109,Max du 9,8.13,10,7,7,8,10,8,9,10,5,"Les points positifs : Beaucoup de commerces,  de magasins,  restaurants,  bars,  Musée,  animation,  salle de spectacle.
C'est un quartier vivant de jour comme de nuit.
Des animations de quartiers régulièrement pour tout âge.
Beaucoup d'accès avec les transports en commun. ","Les points négatifs : Très peu de parcs. 
Peut être bruyant la nuit selon les endroits."
162,Avis posté le 18-11-2021 à 09:40,paris-9e-arrondissement_75109,Tom,3.88,6,3,1,6,6,3,8,7,1,"Les points positifs : - Les nombreuses stations de métro aux alentours (mais qu'est-ce que c'est sale et mal fréquenté !)
- La patrimoine et les bâtiments
- L'accès à la culture.","Les points négatifs : - Beaucoup de mégots,  crachats,  masques,  détritus (qu'attend la police et la municipalité pour verbaliser !),  et encore plus à proximité des fast-food)
- De plus en plus de banlieusards qui traînent et des personnes implantées dans des logements sociaux qui n'ont pas nos codes (sur l'hygiène,  la laïcité),  et qui participent à fortement renforcer notre sentiment d'insécurité et qui dégradent tout ce qu'ils foulent
- La pollution atmosphérique et les nuisances sonores provoquées par les voitures / motos and co.
- Le peu d'espaces verts (souvent mal entretenus -> le square Estienne d'Orves en est un exemple). Les jours de canicule,  il est impossible de vivre dans ce quartier autant bitumé."
163,Avis posté le 30-10-2021 à 06:50,paris-9e-arrondissement_75109,Sam,4.94,4,0,4,8,7,5,7,9,0,"Les points positifs : Quartier au demeurant sympathique, des cafés sympas. Des marchés au top. Très beau quartier. Animé,  beaucoup d'espaces verts,  très bien desservi en transport en commun.","Les points négatifs : Insécurité totale dans certains endroits. Police inexistante. Les week-end une véritable poubelle,  une mairie qui se moque totalement des ses administrés. Beaucoup d'initiative pour l'écologie mais aucune pour la sécurité qui dans certaine rue du 9ème est un véritable problème. Bagarre générale quasiment tous les jours, à l'heure qu'il est un homme est entrain de se faire taper dessus par 15 hommes."
164,Avis posté le 23-09-2021 à 09:02,paris-9e-arrondissement_75109,Tracks,8.50,8,9,9,9,7,9,8,9,5,"Les points positifs : Franchement un super arrondissement bien desservi en transport, l'ambiance village, une offre culturelle abondante.","Les points négatifs : Il y a bien sur le manque d'espace vert à proximité,  les embouteillages notamment rue Lafayette et de plus en plus l'insécurité mais c'est bien moins pire comparé aux arrondissements autour comme le 10ème qui est une poubelle et un crackland,  le 18 ème n'en parlons pas et même le 8 ème et Paris centre envahi par les banlieusards,  comparé à ces quartiers le 9ème est presque un îlot de sécurité."
165,Avis posté le 09-09-2021 à 23:06,paris-9e-arrondissement_75109,Hpm,2.00,5,5,5,5,5,0,5,2,0,"Les points positifs : Transport,  le quartier est bien desservi.","Les points négatifs : Le bruit,  la police qui ne fait rien au détriment des riverains. Pire quartier dans lequel j'ai pu vivre à Paris. Travaux toute les nuits et le dimanche,  camions poubelle dés 6h du matin... Peu de commerces de bouche.
Ok pour visiter et shopping mais surtout ne pas y vivre."
